09/20/2023 08:57:40.820,0.10333,0.10316,0.10651,0.10445,343.88
09/20/2023 08:57:40.824,0.10359,0.10324,0.10651,0.10445,343.88
09/20/2023 08:57:40.828,0.10376,0.10324,0.10651,0.10445,343.88
09/20/2023 08:57:40.832,0.10385,0.10316,0.10651,0.10445,343.88
09/20/2023 08:57:40.836,0.10402,0.10316,0.1066,0.10445,343.88
09/20/2023 08:57:40.840,0.1041,0.10324,0.10686,0.10445,343.88
09/20/2023 08:57:40.844,0.10419,0.10324,0.10703,0.10445,343.88
09/20/2023 08:57:40.848,0.10445,0.10324,0.10703,0.10445,343.88
09/20/2023 08:57:40.852,0.10453,0.10324,0.10694,0.10445,343.88
09/20/2023 08:57:40.856,0.10479,0.10324,0.10694,0.10445,343.88
09/20/2023 08:57:40.860,0.10496,0.10324,0.10694,0.10445,343.88
09/20/2023 08:57:40.864,0.10505,0.10324,0.10703,0.10445,343.88
09/20/2023 08:57:40.868,0.10522,0.10324,0.10694,0.10445,343.88
09/20/2023 08:57:40.872,0.10531,0.10324,0.10694,0.10445,343.88
09/20/2023 08:57:40.876,0.10539,0.10333,0.10711,0.10445,343.88
09/20/2023 08:57:40.880,0.10565,0.10359,0.10729,0.10445,343.88
09/20/2023 08:57:40.884,0.10582,0.10359,0.10729,0.10445,343.88
09/20/2023 08:57:40.888,0.10608,0.10359,0.10737,0.10436,343.88
09/20/2023 08:57:40.892,0.10617,0.10359,0.10737,0.10419,343.88
09/20/2023 08:57:40.896,0.10625,0.10367,0.10737,0.10428,343.88
09/20/2023 08:57:40.900,0.10651,0.10376,0.10737,0.10402,343.88
09/20/2023 08:57:40.904,0.10651,0.10367,0.10737,0.10402,343.88
09/20/2023 08:57:40.908,0.10668,0.10367,0.10737,0.10402,343.88
09/20/2023 08:57:40.912,0.10703,0.10367,0.10737,0.10402,343.88
09/20/2023 08:57:40.916,0.10703,0.10367,0.10737,0.1041,343.88
09/20/2023 08:57:40.920,0.10703,0.10385,0.10737,0.1041,343.88
09/20/2023 08:57:40.924,0.10729,0.10393,0.10737,0.1041,343.88
09/20/2023 08:57:40.928,0.10729,0.10393,0.10737,0.1041,343.88
09/20/2023 08:57:40.932,0.10737,0.10402,0.10737,0.1041,343.88
09/20/2023 08:57:40.936,0.10746,0.1041,0.10737,0.1041,343.88
09/20/2023 08:57:40.940,0.10772,0.10402,0.10737,0.1041,343.88
09/20/2023 08:57:40.944,0.10772,0.10402,0.10737,0.1041,343.88
09/20/2023 08:57:40.948,0.10772,0.10402,0.10746,0.1041,343.88
09/20/2023 08:57:40.952,0.10772,0.10419,0.10772,0.10402,343.88
09/20/2023 08:57:40.956,0.10789,0.10436,0.10772,0.10402,343.88
09/20/2023 08:57:40.960,0.10815,0.10436,0.10772,0.10402,343.88
09/20/2023 08:57:40.964,0.10815,0.10445,0.10772,0.10402,343.88
09/20/2023 08:57:40.968,0.10815,0.10445,0.10772,0.1041,343.88
09/20/2023 08:57:40.972,0.10815,0.10445,0.10772,0.10402,343.88
09/20/2023 08:57:40.976,0.10823,0.10445,0.10772,0.10402,343.88
